,Clothing,Date,Description,Dress,Pant,Shirt,Skirt,Tags,URL,User,Img
90,:H&M Trend dress;,2017-05-18,More on beeswonderland.com,1.0,0.0,0.0,0.0,Trendy;Everyday;spring;,http://images0.chictopia.com/photos/Beeswonderland/4020480245/h-m-trend-dress_400.jpg,Beeswonderland,h-m-trend-dress_400
91,yellow:Topshop dress;,2017-05-16,"Another of my \xe2\x80\x98Kate Moss\xe2\x80\x99 dresses. That floral dress a cool woman would wear for brunch. Not short, no. Sleeves, yes please. That dress the sixteen year old in all of us females, would wear with Converse. The dress you will pick to go buy sugar or to go get your ladies\xe2\x80\x99 drink. The best thing about being a girl is \xe2\x80\x98the dresses\xe2\x80\x99. And this one right here is nine years old.",1.0,0.0,0.0,0.0,Sexy;Other;Summer;casual;,http://images2.chictopia.com/photos/Aphrodite/10885626553/yellow-for-topshop-dress_400.jpg,Aphrodite,yellow-for-topshop-dress_400
92,:H&M shoes;,2017-05-04,More on beeswonderland.com,1.0,0.0,0.0,0.0,Elegant;Everyday;spring;,http://images2.chictopia.com/photos/Beeswonderland/6154503992/h-m-shoes-h-m-trend-dress_400.jpg,Beeswonderland,h-m-shoes-h-m-trend-dress_400
93,bronze:Zara dress;,2017-05-04,Walk with my baby.,1.0,0.0,0.0,0.0,Grandma;Other;Summer;,http://images0.chictopia.com/photos/Aphrodite/5964588572/bronze-floral-zara-dress_400.jpg,Aphrodite,bronze-floral-zara-dress_400
94,white:KTRcollection dress;,2017-05-02,"s pretty @ktrcollection dress is still on my mind. So perfect for springtime!""",1.0,0.0,0.0,0.0,Classic;Everyday;Summer;,http://images2.chictopia.com/photos/elizabethkeene/7719084992/white-floral-ktrcollection-dress_400.jpg,elizabethkeene,white-floral-ktrcollection-dress_400
95,burnt orange:Jeffrey Campbell shoes;,2017-05-02,www.themoptop.com,1.0,0.0,0.0,0.0,70s;Everyday;Summer;,http://images0.chictopia.com/photos/themoptop/8396697385/burnt-orange-jeffrey-campbell-shoes-off-white-urban-outfitters-dress_400.jpg,themoptop,burnt-orange-jeffrey-campbell-shoes-off-white-urban-outfitters-dress_400
96,black:Zara dress;,2017-04-28,"I love Zara. And as a singer, I have to find sh",1.0,0.0,0.0,0.0,Sexy;Work;Summer;,http://images0.chictopia.com/photos/Aphrodite/8591454665/black-star-heels_400.jpg,Aphrodite,black-star-heels_400
97,off white:Wow Couture dress;,2017-04-20,Was caught during a mid hair flip while styling this gorgeous bandage dress!,1.0,0.0,0.0,0.0,Chic;Everyday;Summer;,http://images0.chictopia.com/photos/elizabethkeene/6989482159/off-white-wow-couture-dress_400.jpg,elizabethkeene,off-white-wow-couture-dress_400
98,white:Asilio dress;,2017-04-19,Just give me a cool ocean breeze.,1.0,0.0,0.0,0.0,Romantic;Everyday;Summer;,http://images0.chictopia.com/photos/elizabethkeene/2200726150/white-asilio-dress_400.jpg,elizabethkeene,white-asilio-dress_400
99,light blue:Zara shirt;,2017-04-13,<3,1.0,0.0,1.0,0.0,Sexy;Work;Summer;,http://images0.chictopia.com/photos/Aphrodite/8176687602/light-blue-dress-zara-shirt_400.jpg,Aphrodite,light-blue-dress-zara-shirt_400
100,:Puma shoes;,2017-04-10,More on beeswonderland.com,1.0,0.0,0.0,0.0,Chic;Brunch;spring;,http://images0.chictopia.com/photos/Beeswonderland/1935526962/puma-shoes-h-m-trend-dress_400.jpg,Beeswonderland,puma-shoes-h-m-trend-dress_400
101,silver:asos dress;,2017-04-10,Styled this beautiful little dress with the cutest bow during my birthday a few days ago. Had such an amazing time running around in it too!,1.0,0.0,0.0,0.0,Classic;Birthday;Summer;,http://images2.chictopia.com/photos/elizabethkeene/5486132922/silver-asos-dress_400.jpg,elizabethkeene,silver-asos-dress_400
102,light blue:John Galliano dress;,2017-04-09,<3,1.0,0.0,0.0,0.0,Comfortable;Other;Summer;,http://images2.chictopia.com/photos/Aphrodite/9988827936/bubble-gum-255-chanel-bag_400.jpg,Aphrodite,bubble-gum-255-chanel-bag_400
103,white:ELLIATT dress;,2017-04-08,This amazing dress gave me all the feels yesterday! It was absolutely stunning!,1.0,0.0,0.0,0.0,Chic;Everyday;Summer;awesome;,http://images0.chictopia.com/photos/elizabethkeene/4466772079/white-elliatt-dress_400.jpg,elizabethkeene,white-elliatt-dress_400
104,"s dress;""",2017-04-06,Ruffles & lace to catch the perfect sunset by the water.,1.0,0.0,0.0,0.0,Romantic;Everyday;Summer;,http://images0.chictopia.com/photos/elizabethkeene/2712467143/crimson-lulus-dress_400.jpg,elizabethkeene,crimson-lulus-dress_400
105,blue:Sheinside dress;,2017-04-03,"I literally just typed this whole post and tried to italicize it the lazy way by using ctrl+i and I just erased the whole thing. I have no idea what happened to it but paste and undo are not working. I started out this post by saying ""it\",1.0,0.0,0.0,0.0,Trendy;Brunch;spring;,http://images2.chictopia.com/photos/KimTuttle/4543290907/blue-sheinside-dress-white-nordstrom-bag-nude-bottega-veneta-heels_400.jpg,KimTuttle,blue-sheinside-dress-white-nordstrom-bag-nude-bottega-veneta-heels_400
106,:shein dress;,2017-04-03,More on beeswonderland.com,1.0,0.0,0.0,0.0,Chic;Brunch;spring;,http://images0.chictopia.com/photos/Beeswonderland/3041884047/shein-dress_400.jpg,Beeswonderland,shein-dress_400
107,light pink:Zara shoes;,2017-04-02,<3,1.0,0.0,0.0,0.0,Rocker;Work;Summer;,http://images0.chictopia.com/photos/Aphrodite/4601377189/white-zara-dress_400.jpg,Aphrodite,white-zara-dress_400
108,light pink:Zara shoes;,2017-03-26,<3,1.0,0.0,0.0,0.0,Rocker;Work;Summer;,http://images2.chictopia.com/photos/Aphrodite/6346711672/red-dress_400.jpg,Aphrodite,red-dress_400
109,black:Helmut Lang dress;,2017-03-30,\xe2\x80\x98Singing for the rich tonight.\xe2\x80\x99,1.0,0.0,0.0,0.0,Rocker;Work;Summer;,http://images0.chictopia.com/photos/Aphrodite/4791178947/black-slit-dress_400.jpg,Aphrodite,black-slit-dress_400
110,black:custom made dress;,2017-03-23,"Cigarette break. First set done, 2 more to go.",1.0,0.0,0.0,0.0,Chic;Work;Summer;,http://images2.chictopia.com/photos/Aphrodite/10975747899/blue-prada-heels_400.jpg,Aphrodite,blue-prada-heels_400
111,navy:storets dress;,2017-03-23,"m there.""",1.0,0.0,0.0,0.0,Chic;Fashion Show;Summer;16;,http://images2.chictopia.com/photos/queenhorsfall/6303562114/navy-storets-dress-silver-nina-shoes-bag-ruby-red-nina-shoes-heels_400.jpg,queenhorsfall,navy-storets-dress-silver-nina-shoes-bag-ruby-red-nina-shoes-heels_400
112,black:betty and veronica dress;,2017-03-22,Check out the full blog post here :),1.0,0.0,0.0,0.0,Trendy;Everyday;spring;,http://images2.chictopia.com/photos/itskendallkay/7686764169/black-betty-and-veronica-dress_400.jpg,STYLEBAUS,black-betty-and-veronica-dress_400
113,amethyst:StyleWe dress;,2017-03-21,This pretty little dress seemed perfect for welcoming the first day of spring.,1.0,0.0,0.0,0.0,Classic;Everyday;Summer;\xd1\x80\xd0\xbe\xd0\xb7\xd0\xbe\xd0\xb2\xd1\x8b \xd0\xb8 \xd1\x81\xd0\xb8\xd0\xbd\xd0\xb8;,http://images2.chictopia.com/photos/elizabethkeene/3155764905/amethyst-floral-stylewe-dress_400.jpg,elizabethkeene,amethyst-floral-stylewe-dress_400
114,carrot orange:dior dress;,2017-03-18,<3,1.0,0.0,0.0,0.0,Chic;Work;Summer;,http://images0.chictopia.com/photos/Aphrodite/6849255366/light-orange-princess-dress_400.jpg,Aphrodite,light-orange-princess-dress_400
115,black:Forever 21 dress;,2017-03-16,Getting a slow start on this rainy morning. Loving this little striped number.,1.0,0.0,0.0,0.0,Classic;Everyday;Summer;,http://images0.chictopia.com/photos/elizabethkeene/7187054710/black-striped-forever-21-dress_400.jpg,elizabethkeene,black-striped-forever-21-dress_400
116,black:Zara dress;,2017-03-13,"We finally had a beautiful, sunny day here and Portland. So of course I had to break out a floral dress and enjoy as much as I could!",1.0,0.0,0.0,0.0,70s;Everyday;Summer;7;,http://images2.chictopia.com/photos/themoptop/10373794577/black-zara-dress-dark-brown-gucci-glasses_400.jpg,themoptop,black-zara-dress-dark-brown-gucci-glasses_400
117,hot pink:YSL dress;,2017-03-13,"Morning light & pink silk, two of my favorite things.",1.0,0.0,0.0,0.0,Classic;Everyday;Summer;,http://images0.chictopia.com/photos/elizabethkeene/3561938375/hot-pink-ysl-dress_400.jpg,elizabethkeene,hot-pink-ysl-dress_400
118,black:lulus dress;,2017-03-10,"s better later than never. This year, instead of celebrating Valentine",1.0,0.0,0.0,0.0,Hippie;Photo Shoot;Summer;,http://images2.chictopia.com/photos/queenhorsfall/10281826175/black-lulus-dress_400.jpg,queenhorsfall,black-lulus-dress_400
119,,2017-03-08,"Read my newest post about jewelry with a purpose, from The Karma Jungle Co.! <3",1.0,0.0,0.0,0.0,Bohemian;Everyday;fall;,http://images2.chictopia.com/photos/itskendallkay/3059693910/black-faux-suede-boots-maroon-velvet-dress-black-felt-hat_400.jpg,STYLEBAUS,black-faux-suede-boots-maroon-velvet-dress-black-felt-hat_400
1,red:H&M coat;,2018-01-11,More pictures of this look you can find on my blog: http://branasdivineworld.com/ ,0.0,1.0,0.0,0.0,Classic;Work;winter;,http://images2.chictopia.com/photos/braNYaudreY/10898553653/red-h-m-coat-black-zara-hat-white-h-m-sweater-black-reserved-socks_400.jpg,braNYaudreY,red-h-m-coat-black-zara-hat-white-h-m-sweater-black-reserved-socks_400
2,black:Parfois purse;,2018-01-01,More pictures of this look you can find on my blog: http://branasdivineworld.com/ ,0.0,1.0,0.0,0.0,Elegant;Fashion Show;winter;,http://images0.chictopia.com/photos/braNYaudreY/11360923830/black-parfois-purse-white-h-m-blouse-black-nine-west-heels-gold-h-m-pants_400.jpg,braNYaudreY,black-parfois-purse-white-h-m-blouse-black-nine-west-heels-gold-h-m-pants_400
3,black:Mango boots;,2017-12-29,More on District of Chic...,0.0,1.0,1.0,0.0,Chic;Work;winter;,http://images2.chictopia.com/photos/districtofchic/9196127270/black-patent-leather-mango-boots-black-winter-coat-marc-new-york-coat_400.jpg,districtofchic,black-patent-leather-mango-boots-black-winter-coat-marc-new-york-coat_400
5,:Zara shirt;,2017-12-11,live these colours matching with fall days!!!,0.0,1.0,1.0,0.0,Casual;Everyday;fall;,http://images2.chictopia.com/photos/Sissy/4362409808/zara-shirt-mango-pants_400.jpg,Sissy,zara-shirt-mango-pants_400
6,black:Marelbo shoes;,2017-09-20,"I know that there are a few more days until the fall equinox, but today I felt that Autumn came, for good\xe2\x80\xa6",0.0,1.0,0.0,0.0,Chic;Everyday;Summer;,http://images0.chictopia.com/photos/itsAndrei/6508128831/black-marelbo-shoes-black-zara-coat-black-h-m-pants_400.jpg,itsAndrei,black-marelbo-shoes-black-zara-coat-black-h-m-pants_400
7,mustard:Mango earrings;,2017-09-13,"When we don\xe2\x80\x99t have weekend obligations (which seems rare these days), one of our favorite things to do is to wander lazily up and down 14th St. Most of my favorite DC stores are here and it\xe2\x80\x99s hard to find a bad restaurant in the bunch. Whenever friends come to town and ask for shopping and dining recommendations, I almost always send them to this area. So for you, my dear readers, here are my go-to favorites.",0.0,1.0,0.0,0.0,Chic;Dinner Date;summer;,http://images2.chictopia.com/photos/districtofchic/7306660830/mustard-hoops-mango-earrings-white-sheer-crop-top-topshop-top_400.jpg,districtofchic,mustard-hoops-mango-earrings-white-sheer-crop-top-topshop-top_400
8,:NBD pants;,2017-08-11,http://www.gvozdishe.com/2017/08/retro-soul.html,0.0,1.0,0.0,0.0,Bohemian;Brunch;summer;,http://images2.chictopia.com/photos/gvozd/9511007706/nbd-pants_400.jpg,gvozd,nbd-pants_400
9,white:Pretty Ballerinas shoes;,2017-07-29,More pictures of this look you can find on my blog: http://branasdivineworld.com/,0.0,1.0,0.0,0.0,Casual;Traveling;spring;,http://images0.chictopia.com/photos/braNYaudreY/10593997607/white-pretty-ballerinas-shoes-pink-cos-sweater-black-zara-bag_400.jpg,braNYaudreY,white-pretty-ballerinas-shoes-pink-cos-sweater-black-zara-bag_400
10,black:asos boots;,2017-07-27,More pictures of this look you can find on my blog: http://branasdivineworld.com/,0.0,1.0,0.0,0.0,Classic;Art Opening;winter;,http://images2.chictopia.com/photos/braNYaudreY/4498928211/black-asos-boots-blue-metisu-coat-gray-rehab-hat-black-ofinger-store-bag_400.jpg,braNYaudreY,black-asos-boots-blue-metisu-coat-gray-rehab-hat-black-ofinger-store-bag_400
11,nude:Tiffany Production scarf;,2017-07-26,More pictures of this look you can find on my blog: http://branasdivineworld.com/,0.0,1.0,0.0,0.0,Bohemian;Traveling;summer;,http://images0.chictopia.com/photos/braNYaudreY/6423160995/nude-tiffany-production-scarf-nude-tiffany-production-bag_400.jpg,braNYaudreY,nude-tiffany-production-scarf-nude-tiffany-production-bag_400
12,black:Tommy Hilfiger boots;,2017-07-24,More pictures of this look you can find on my blog: http://branasdivineworld.com/,0.0,1.0,0.0,0.0,Business Casual;Conference;winter;,http://images2.chictopia.com/photos/braNYaudreY/6336006960/black-tommy-hilfiger-boots-army-green-the-point-bag-black-leather-zara-pants_400.jpg,braNYaudreY,black-tommy-hilfiger-boots-army-green-the-point-bag-black-leather-zara-pants_400
13,light pink:Metisu coat;,2017-07-25,More pictures of this look you can find on my blog: http://branasdivineworld.com/,0.0,1.0,0.0,0.0,Elegant;Theatre/Opera/Symphony;winter;,http://images0.chictopia.com/photos/braNYaudreY/2765212598/light-pink-metisu-coat-black-lindex-hat-white-zara-bag_400.jpg,braNYaudreY,light-pink-metisu-coat-black-lindex-hat-white-zara-bag_400
14,light brown:Bata shoes;,2017-07-23,More pictures of this look you can find on my blog: http://branasdivineworld.com/,0.0,1.0,1.0,0.0,Casual;Shopping;spring;,http://images0.chictopia.com/photos/braNYaudreY/6903805126/light-brown-bata-shoes-light-blue-oviesse-shirt-orange-zara-scarf_400.jpg,braNYaudreY,light-brown-bata-shoes-light-blue-oviesse-shirt-orange-zara-scarf_400
15,white:Iskon Mode jacket;,2017-07-22,More pictures of this look you can find on my blog: http://branasdivineworld.com/,0.0,1.0,0.0,0.0,Comfortable;Casual Party;summer;,http://images0.chictopia.com/photos/braNYaudreY/10836866776/white-iskon-mode-jacket-black-parfois-bag-black-h-m-pants_400.jpg,braNYaudreY,white-iskon-mode-jacket-black-parfois-bag-black-h-m-pants_400
16,hot pink:Tiffany Production bag;,2017-07-21,More pictures of this look you can find on my blog: http://branasdivineworld.com/,0.0,1.0,0.0,0.0,Classic;Formal;spring;,http://images0.chictopia.com/photos/braNYaudreY/6618560370/hot-pink-tiffany-production-bag-navy-tiffany-production-pants_400.jpg,braNYaudreY,hot-pink-tiffany-production-bag-navy-tiffany-production-pants_400
18,:Birkenstock shoes;,2017-07-09,More on beeswonderland.com,0.0,1.0,0.0,0.0,Elegant;Brunch;summer;,http://images0.chictopia.com/photos/Beeswonderland/2783490598/birkenstock-shoes-weekday-pants_400.jpg,Beeswonderland,birkenstock-shoes-weekday-pants_400
19,:NBD pants;,2017-07-07,http://www.gvozdishe.com/2017/06/retrofuturism.html,0.0,1.0,0.0,0.0,Bohemian;Everyday;summer;,http://images2.chictopia.com/photos/gvozd/5390365371/nbd-pants_400.jpg,gvozd,nbd-pants_400
20,:H&M coat;,2017-05-29,More on beeswonderland.com,0.0,1.0,0.0,0.0,Elegant;Dinner Date;spring;,http://images0.chictopia.com/photos/Beeswonderland/4003061028/h-m-coat-h-m-pants_400.jpg,Beeswonderland,h-m-coat-h-m-pants_400
21,eggshell:romwe pants;,2017-06-20,http://www.myblondegal.com,0.0,1.0,0.0,0.0,Elegant;Blind Date;summer;,http://images2.chictopia.com/photos/Myblondegal/7389764026/eggshell-romwe-pants_400.jpg,Myblondegal,eggshell-romwe-pants_400
22,dark gray:H&M Trend pants;,2017-05-28,More pictures of this look you can fidn on my blog: branasdivineworld.com,0.0,1.0,0.0,0.0,Trendy;Company Event;spring;,http://images0.chictopia.com/photos/braNYaudreY/3109495144/dark-gray-h-m-trend-pants-dark-gray-h-m-trend-blouse-black-nine-west-pumps_400.jpg,braNYaudreY,dark-gray-h-m-trend-pants-dark-gray-h-m-trend-blouse-black-nine-west-pumps_400
23,:Guess boots;,2017-05-23,Love love love this tied your self vest. It makes any look edgier. Either you wore it them self or paired it with shirt underneat\xc2\xa0,0.0,1.0,1.0,0.0,Trendy;Everyday;fall;,http://images0.chictopia.com/photos/micchie/6014497105/guess-boots-zara-pants-front-row-shop-top_400.jpg,micchie,guess-boots-zara-pants-front-row-shop-top_400
24,:Zara shoes;,2017-05-18,More on beeswonderland.com,0.0,1.0,0.0,0.0,Chic;Brunch;spring;,http://images0.chictopia.com/photos/Beeswonderland/4690304741/zara-shoes-h-m-blazer-h-m-pants_400.jpg,Beeswonderland,zara-shoes-h-m-blazer-h-m-pants_400
25,dark khaki:Diesel shoes;,2017-05-16,"For a pretty long time I wanted to photograph an outfit in a pub! The time has come, thanks to a friend, who was courteous last Thursday night (at karaoke) and managed to surprise me in a few\xe2\x80\xa6 special hypotheses!",0.0,1.0,1.0,0.0,Chic;Everyday;spring;,http://images2.chictopia.com/photos/itsAndrei/9698684812/dark-khaki-diesel-shoes-black-h-m-jacket-black-zara-shirt-black-h-m-pants_400.jpg,itsAndrei,dark-khaki-diesel-shoes-black-h-m-jacket-black-zara-shirt-black-h-m-pants_400
26,camel:vintage bag;,2017-05-10,www.themoptop.com,0.0,1.0,0.0,0.0,Casual;Everyday;Summer;,http://images2.chictopia.com/photos/themoptop/8044700079/camel-vintage-bag-brown-marks-spencer-sandals_400.jpg,themoptop,camel-vintage-bag-brown-marks-spencer-sandals_400
27,:H&M pants;,2017-05-09,More on beeswonderland.com,0.0,1.0,0.0,0.0,Elegant;Brunch;spring;,http://images0.chictopia.com/photos/Beeswonderland/10478886382/h-m-pants_400.jpg,Beeswonderland,h-m-pants_400
28,ruby red:Zara jacket;,2017-04-24,The incident made it fix one day before my birthday to have a mini-shooting. Thank you Maria Dimian for taking me out to took me photos!,0.0,1.0,1.0,0.0,Rocker;Everyday;spring;jacket;rock;,http://images0.chictopia.com/photos/itsAndrei/7855162170/ruby-red-zara-jacket-black-h-m-shirt-black-new-yorker-sunglasses_400.jpg,itsAndrei,ruby-red-zara-jacket-black-h-m-shirt-black-new-yorker-sunglasses_400
29,bubble gum:babe bag;,2017-04-27,"Fur slides and hoodie. And a pig bag, yes.",0.0,1.0,0.0,0.0,Comfortable;Other;Summer;,http://images2.chictopia.com/photos/Aphrodite/10117987515/black-cigarette-pants_400.jpg,Aphrodite,black-cigarette-pants_400
30,,2017-04-20,s been a while since I last posted here in Chictopia. It,0.0,1.0,0.0,0.0,Bohemian;Beach;summer;,http://images2.chictopia.com/photos/deathbyplatforms/8421472772/dark-gray-aztec-print-pants_400.jpg,deathbyplatforms,dark-gray-aztec-print-pants_400
31,black:Line & Dot pants;,2017-04-18,High waisted trousers for a little nautical vibe,0.0,1.0,0.0,0.0,Chic;Everyday;Summer;,http://images2.chictopia.com/photos/elizabethkeene/7090752632/black-trousers-line-dot-pants_400.jpg,elizabethkeene,black-trousers-line-dot-pants_400
32,tan:Styled Moscow blazer;,2017-04-10,https://www.instagram.com/styled_moscow/,0.0,1.0,0.0,0.0,Elegant;Art Opening;spring;5;,http://images2.chictopia.com/photos/Myblondegal/6623574391/tan-styled-moscow-blazer-ruby-red-styled-moscow-bag_400.jpg,Myblondegal,tan-styled-moscow-blazer-ruby-red-styled-moscow-bag_400
33,black:Celine cape;,2017-04-08,<3,0.0,1.0,0.0,0.0,Rocker;Work;Summer;,http://images2.chictopia.com/photos/Aphrodite/2152197038/black-silk-celine-cape_400.jpg,Aphrodite,black-silk-celine-cape_400
34,:Zara pants;,2017-04-06,More on beeswonderland.com,0.0,1.0,0.0,0.0,Trendy;Dinner Date;spring;,http://images0.chictopia.com/photos/Beeswonderland/5696941397/zara-pants_400.jpg,Beeswonderland,zara-pants_400
35,:Dickies pants;,2017-04-05,Hiya!,0.0,1.0,0.0,0.0,Androgynous;Art Opening;spring;,http://images2.chictopia.com/photos/ItsMe/2886287216/dickies-pants_400.jpg,ItsMe,dickies-pants_400
36,black:Gucci shoes;,2017-03-29,"Oh Paris, is there any city as dreamy as you are? From our afternoon macaron dates, to our evening strolls along the Seine, Paris was the perfect end of winter getaway. Danny Fung and I went to Paris for Fashion Week, but to be honest, our trip was equal parts work and play. It was my third time in this charming city but I still found so many new places and neighborhoods to explore. The Marais was among one of my many favorites and I loved finally having the chance to walk along the gorgeous Pont Alexandre bridge.",0.0,1.0,1.0,0.0,Chic;Everyday;Summer;,http://images2.chictopia.com/photos/elizabethkeene/6084557399/black-gucci-shoes-light-pink-trench-coat-forever-21-coat_400.jpg,elizabethkeene,black-gucci-shoes-light-pink-trench-coat-forever-21-coat_400
37,ruby red:Rebecca Minkoff bag;,2017-03-29,http://www.myblondegal.com,0.0,1.0,0.0,0.0,Elegant;Dinner Party;spring;7;,http://images0.chictopia.com/photos/Myblondegal/4201176774/ruby-red-rebecca-minkoff-bag-ruby-red-styled-moscow-pants_400.jpg,Myblondegal,ruby-red-rebecca-minkoff-bag-ruby-red-styled-moscow-pants_400
38,:Forever 21 shoes;,2017-03-28,More on beeswonderland.com,0.0,1.0,0.0,0.0,Elegant;Brunch;spring;,http://images0.chictopia.com/photos/Beeswonderland/7398863962/forever-21-shoes-h-m-blouse-zara-pants_400.jpg,Beeswonderland,forever-21-shoes-h-m-blouse-zara-pants_400
39,black:Rent the Runway pants;,2017-03-22,These ruffled trousers are still on my mind,0.0,1.0,0.0,0.0,Chic;Everyday;Summer;,http://images0.chictopia.com/photos/elizabethkeene/1569368229/black-rent-the-runway-pants_400.jpg,elizabethkeene,black-rent-the-runway-pants_400
40,:Zara shoes;,2017-03-20,More on beeswonderland.com,0.0,1.0,0.0,0.0,Sexy;Dinner Date;spring;,http://images2.chictopia.com/photos/Beeswonderland/1852873339/zara-shoes-h-m-pants-shein-blouse_400.jpg,Beeswonderland,zara-shoes-h-m-pants-shein-blouse_400
41,peach:Winter Kate jacket;,2017-03-19,<3,0.0,1.0,0.0,0.0,Chic;Work;Summer;,http://images2.chictopia.com/photos/Aphrodite/1822127487/peach-silk-jacket_400.jpg,Aphrodite,peach-silk-jacket_400
42,black:Zara jacket;,2017-03-16,<3,0.0,1.0,0.0,0.0,Rocker;Other;Summer;,http://images2.chictopia.com/photos/Aphrodite/7197036343/salmon-255-chanel-bag_400.jpg,Aphrodite,salmon-255-chanel-bag_400
43,:Topshop shoes;,2017-03-14,More on beeswonderland.com,0.0,1.0,0.0,0.0,Elegant;First Date;spring;,http://images0.chictopia.com/photos/Beeswonderland/7762713296/topshop-shoes-shein-coat-zara-pants_400.jpg,Beeswonderland,topshop-shoes-shein-coat-zara-pants_400
44,black:Stella McCartney blazer;,2017-03-10,<3,0.0,1.0,0.0,0.0,Casual;Other;Summer;,http://images2.chictopia.com/photos/Aphrodite/6551962636/silver-sweat-pants_400.jpg,Aphrodite,silver-sweat-pants_400
45,:H&M shoes;,2017-03-11,More on beeswonderland.com,0.0,1.0,0.0,0.0,Chic;Brunch;spring;,http://images2.chictopia.com/photos/Beeswonderland/2848595796/h-m-shoes-zara-blouse-zara-pants_400.jpg,Beeswonderland,h-m-shoes-zara-blouse-zara-pants_400
46,blue:Alexander McQueen shoes;,2017-03-09,<3,0.0,1.0,0.0,0.0,Urban;Other;spring;,http://images2.chictopia.com/photos/Aphrodite/4584923377/hot-pink-sneaker-shoes_400.jpg,Aphrodite,hot-pink-sneaker-shoes_400
47,:Deichmann shoes;,2017-03-05,More on beeswonderland.com,0.0,1.0,0.0,0.0,Chic;Casual Party;spring;,http://images0.chictopia.com/photos/Beeswonderland/10565268400/deichmann-shoes-zara-blouse-zara-pants_400.jpg,Beeswonderland,deichmann-shoes-zara-blouse-zara-pants_400
48,navy:Lacoste sweater;,2017-03-03,FULL POST,0.0,1.0,0.0,0.0,Menswear;Everyday;spring;4;,http://images2.chictopia.com/photos/reyalfashion/2108351907/navy-lacoste-sweater-black-ray-ban-sunglasses-black-levis-pants_400.jpg,reyalfashion,navy-lacoste-sweater-black-ray-ban-sunglasses-black-levis-pants_400
49,green:versace jacket;,2017-02-27,You guys know this jacket. <3,0.0,1.0,0.0,0.0,Androgynous;Work;Summer;,http://images2.chictopia.com/photos/Aphrodite/4551620701/black-backpack-chanel-bag_400.jpg,Aphrodite,black-backpack-chanel-bag_400
50,black:Elizabeth and James sunglasses;,2017-02-26,I did a round up of my favorite must have sunglasses for spring! Check it out on my blog now!,0.0,1.0,0.0,0.0,Urban;Everyday;Summer;10;,http://images2.chictopia.com/photos/themoptop/6547895403/black-elizabeth-and-james-sunglasses-navy-frank-oak-pants_400.jpg,themoptop,black-elizabeth-and-james-sunglasses-navy-frank-oak-pants_400
51,teal:romwe jacket;,2017-02-23,http://www.myblondegal.com,0.0,1.0,0.0,0.0,Business Casual;Brunch;spring;6;8;,http://images2.chictopia.com/photos/Myblondegal/9732411190/teal-romwe-jacket-mustard-choies-scarf-mustard-versace-pants_400.jpg,Myblondegal,teal-romwe-jacket-mustard-choies-scarf-mustard-versace-pants_400
52,black:vintage jacket;,2017-02-20,Donatella is a goddess. Period.,0.0,1.0,0.0,0.0,Rocker;Other;Summer;,http://images2.chictopia.com/photos/Aphrodite/5392558638/blue-knit-top_400.jpg,Aphrodite,blue-knit-top_400
53,black:Converse shoes;,2017-02-22,<3,0.0,1.0,0.0,0.0,Urban;Work;Summer;,http://images0.chictopia.com/photos/Aphrodite/1676734762/maroon-two-tone-miu-miu-hat-black-converse-shoes-blue-mango-cardigan_400.jpg,Aphrodite,maroon-two-tone-miu-miu-hat-black-converse-shoes-blue-mango-cardigan_400
54,blue:We Love Colors bodysuit;,2017-02-19,"Last week I learned how to ski! It was so much fun, but getting ready for the trip was an adventure. I made a list of the items you may need to pack if this is your firt time going to the snow.",0.0,1.0,0.0,0.0,Bohemian;Hiking;winter;,http://images2.chictopia.com/photos/aminta/8095434719/blue-tie-dye-we-love-colors-bodysuit-black-ski-thrifted-pants_400.jpg,aminta,blue-tie-dye-we-love-colors-bodysuit-black-ski-thrifted-pants_400
55,maroon:Beast Fashion boots;,2017-02-17,"click here for full post, outfit details and similar options",0.0,1.0,0.0,0.0,Casual;Shopping;winter;,http://images0.chictopia.com/photos/KimTuttle/9728630957/maroon-beast-fashion-boots-maroon-en-creme-top-heather-gray-fire-jeans-pants_400.jpg,KimTuttle,maroon-beast-fashion-boots-maroon-en-creme-top-heather-gray-fire-jeans-pants_400
56,dark brown:H&M shoes;,2017-02-16,"I slept just 2 hours last night, actually I was \xe2\x80\x98hit\xe2\x80\x98 by an avalanche of creative ideas\xe2\x80\xa6 After a long pause in which I felt that nothing works anymore in my creative Universe you are going to be bombarded with all sorts of looks, tricks and ideas of original clothing proposals easy to do.",0.0,1.0,1.0,0.0,Eclectic;Everyday;Summer;,http://images2.chictopia.com/photos/itsAndrei/5275133702/dark-brown-h-m-shoes-black-zara-coat-off-white-shirt-black-pull-bear-vest_400.jpg,itsAndrei,dark-brown-h-m-shoes-black-zara-coat-off-white-shirt-black-pull-bear-vest_400
57,brown:Zara jacket;,2017-02-15,<3,0.0,1.0,0.0,0.0,Leather;Other;Summer;,http://images2.chictopia.com/photos/Aphrodite/7647828856/bronze-leather-zara-jacket_400.jpg,Aphrodite,bronze-leather-zara-jacket_400
